"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary","raise_period"
"Middle","Front-end Developer","NodeJS, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","E-Ticaret","50 - 100 Kişi","Remote","Bursa","$ - Dolar","2.000 - 2.999","1"
"Junior","Embedded Software Developer","Python, C / C++","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","18.000 - 18.999","1"
"Senior","Back-end Developer","Java","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
"Senior","Back-end Developer",".Net, Go","5 - 7 Yıl","Kadın","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","48.000 - 48.999","2"
"Middle","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","30.000 - 30.999","1"
"Senior","Back-end Developer","Php","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","57.000 - 57.999","1"
"Junior","Front-end Developer","JavaScript | Html | Css","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","18.000 - 18.999","3"
"Senior","QA / Automation","Java","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","22.000 - 22.999","2"
"Middle","Mobile Application Developer (iOS)","Swift","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Middle","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","39.000 - 39.999","1"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css, Angular","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","46.000 - 46.999","2"
"Senior","Full Stack Developer",".Net, React","7 - 10 Yıl","Erkek","Outsource","5 - 10 Kişi","Remote","İstanbul","€ - Euro","4.000 - 4.999","1"
"Junior","Front-end Developer","Python, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","E-Ticaret","1 - 5 Kişi","Ofis","Ankara","₺ - Türk Lirası","16.000 - 16.999","1"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","19.000 - 19.999","2"
"Middle","Front-end Developer","NodeJS, JavaScript | Html | Css, React, React Native, nextjs","10 - 12 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","* Finlandiya","$ - Dolar","10.000 - 10.999","1"
"Senior","Software Development Manager / Engineering Manager","Java, .Net, Php, NodeJS, Python","15 Yıl ve üzeri","Erkek","Banka","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","50.000 - 50.999","2"
"Middle","Back-end Developer","Java, .Net, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Outsource","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","Yazılım Evi & Danışmanlık","5 - 10 Kişi","Ofis","Bursa","₺ - Türk Lirası","11.000 - 11.999","1"
"Junior","Front-end Developer","JavaScript | Html | Css, Vue","1 - 3 Yıl","Erkek","Dijital / Reklam Ajansı","250+","Remote","Edirne ","₺ - Türk Lirası","12.000 - 12.999","2"
"Senior","Back-end Developer","Java","10 - 12 Yıl","Erkek","Banka","250+","Remote","Samsun","₺ - Türk Lirası","40.000 - 40.999","1"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css, React, Angular","5 - 7 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
"Middle","Back-end Developer","Ruby","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","Antalya","₺ - Türk Lirası","45.000 - 45.999","2"
"Middle","Back-end Developer","NodeJS, Angular","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","15.000 - 15.999","2"
"Middle","Mobile Application Developer (Full Stack)","Flutter","3 - 5 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","Uşak","₺ - Türk Lirası","23.000 - 23.999","2"
"Middle","Full Stack Developer","NodeJS, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Startup","100 - 250 Kişi","Remote","İzmir","₺ - Türk Lirası","27.000 - 27.999","2"
"Middle","Full Stack Developer","Java, .Net, JavaScript | Html | Css, Angular","12 - 14 Yıl","Erkek","Kurumsal","250+","Remote","* Estonya","€ - Euro","3.000 - 3.999","1"
"Junior","Mobile Application Developer (iOS)","Swift","0 - 1 Yıl","Kadın","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","17.000 - 17.999","4"
"Middle","Front-end Developer","Angular","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","* Kosova","€ - Euro","1.000 - 1.999","1"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","15.000 - 15.999","1"
"Middle","Full Stack Developer","Php","3 - 5 Yıl","Erkek","Dijital / Reklam Ajansı","5 - 10 Kişi","Ofis","İstanbul","₺ - Türk Lirası","10.000 - 10.999","2"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","42.000 - 42.999","2"
"Junior","Data Scientist","Python","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","19.000 - 19.999","1"
"Senior","Full Stack Developer",".Net","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","100 - 250 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","33.000 - 33.999","2"
"Middle","Full Stack Developer","Java, NodeJS, Python, C / C++, React Native, Unreal","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
"Middle","Database Administrator (DBA)","Oracle","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","40.000 - 40.999","2"
"Middle","Mobile Application Developer (Android)","Kotlin","3 - 5 Yıl","Kadın","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
"Senior","Full Stack Developer",".Net","5 - 7 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","40.000 - 40.999","1"
"Senior","Mobile Application Developer (Android)","Java, Kotlin","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","24.000 - 24.999","2"
"Junior","Data Scientist","Python, Sas","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","24.000 - 24.999","1"
"Senior","Full Stack Developer",".Net","12 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","45.000 - 45.999","1"
"Senior","Team / Tech Lead","Java","10 - 12 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","54.000 - 54.999","2"
"Middle","Mobile Application Developer (Full Stack)","Flutter, ","1 - 3 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","27.000 - 27.999","3"
"Junior","Back-end Developer","Java, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","22.000 - 22.999","2"
"Senior","Team / Tech Lead","JavaScript | Html | Css","15 Yıl ve üzeri","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","60.000 - 60.999","2"
"Senior","Full Stack Developer","Java, Angular","7 - 10 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","32.000 - 32.999","2"
"Middle","Front-end Developer","NodeJS, Go, JavaScript | Html | Css, React, TypeScript, Next.js","3 - 5 Yıl","Erkek","Kurumsal","250+","Şu an remote ama hibrite döneceğiz.","İzmir","₺ - Türk Lirası","40.000 - 40.999","2"
"Middle","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","24.000 - 24.999","2"
"Senior","Mobile Application Developer (Full Stack)","Java, Kotlin, Swift","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
"Senior","Back-end Developer","Java","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","* Almanya","€ - Euro","5.000 - 5.999","1"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css","0 - 1 Yıl","Erkek","Outsource","20 - 50 Kişi","Remote","İzmir","₺ - Türk Lirası","15.000 - 15.999","4"
"Middle","Team / Tech Lead","NodeJS","3 - 5 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","İstanbul","$ - Dolar","4.000 - 4.999","2"
"Middle","Team / Tech Lead","NodeJS","3 - 5 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","İstanbul","€ - Euro","4.000 - 4.999","1"
"Middle","Front-end Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","21.000 - 21.999","2"
"Middle","Back-end Developer","Apex","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İzmir","₺ - Türk Lirası","28.000 - 28.999","3"
"Middle","Mobile Application Developer (Android)","Java, Kotlin","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","36.000 - 36.999","2"
"Middle","Mobile Application Developer (iOS)","Swift","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","29.000 - 29.999","2"
"Senior","Team / Tech Lead","C / C++, JavaScript | Html | Css, Mssql","10 - 12 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","48.000 - 48.999","2"
"Senior","Software Architect","Php","15 Yıl ve üzeri","Erkek","Startup","250+","Remote","İstanbul","$ - Dolar","2.000 - 2.999","1"
"Senior","Back-end Developer","NodeJS","7 - 10 Yıl","Erkek","Banka","250+","Remote","Bursa","₺ - Türk Lirası","45.000 - 45.999","2"
"Senior","Full Stack Developer","Java, .Net, NodeJS, React, Vue, Angular, React Native","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","60.000 - 60.999","2"
"Middle","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","Ankara","$ - Dolar","1.000 - 1.999","1"
"Middle","Full Stack Developer","Php, JavaScript | Html | Css","3 - 5 Yıl","Erkek","E-Ticaret","20 - 50 Kişi","Hibrit (Ofis + Remote)","Eskişehir","₺ - Türk Lirası","15.000 - 15.999","1"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","17.000 - 17.999","1"
"Junior","AI Developer","Python","1 - 3 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","27.000 - 27.999","2"
"Senior","DevOps Engineer","Aws","3 - 5 Yıl","Erkek","Startup","250+","Remote","İstanbul","₺ - Türk Lirası","49.000 - 49.999","3"
"Junior","Back-end Developer","Php, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Startup","5 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","22.000 - 22.999","1"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css, React","3 - 5 Yıl","Erkek","Outsource","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","36.000 - 36.999","2"
"Middle","Back-end Developer","Python","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Remote","İstanbul","₺ - Türk Lirası","17.000 - 17.999","3"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası","15.000 - 15.999","1"
"Junior","Full Stack Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Ofis","Kocaeli","₺ - Türk Lirası","20.000 - 20.999","1"
"Senior","Software Architect",".Net","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","42.000 - 42.999","2"
"Senior","Front-end Developer","Vue","10 - 12 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Hibrit (Ofis + Remote)","Bursa","₺ - Türk Lirası","42.000 - 42.999","2"
"Middle","Back-end Developer","Php","3 - 5 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","Yalova","₺ - Türk Lirası","17.000 - 17.999","1"
"Senior","Software Development Manager / Engineering Manager",".Net, Swift, React, React Native","12 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","50.000 - 50.999","1"
"Senior","Front-end Developer","JavaScript | Html | Css, React","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","Bursa","₺ - Türk Lirası","41.000 - 41.999","2"
"Junior","Mobile Application Developer (iOS)","Swift","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","21.000 - 21.999","2"
"Senior","DevOps Engineer","Go, Python, Bash","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","44.000 - 44.999","2"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","27.000 - 27.999","2"
"Middle","Full Stack Developer",".Net, Flutter","5 - 7 Yıl","Kadın","Kurumsal","250+","Remote","Antalya ","₺ - Türk Lirası","34.000 - 34.999","2"
"Junior","Full Stack Developer","Java, Php, Unity","1 - 3 Yıl","Erkek","Fintech","10 - 20 Kişi","Ofis","İstanbul","₺ - Türk Lirası","22.000 - 22.999","2"
"Junior","Full Stack Developer","Java, Angular","0 - 1 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","9.000 - 9.999","1"
"Junior","Full Stack Developer","Java, JavaScript | Html | Css, Angular","0 - 1 Yıl","Erkek","Startup","1 - 5 Kişi","Remote","İzmir","€ - Euro","1.000 - 1.999","1"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css, Vue","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","54.000 - 54.999","1"
"Senior","Mobile Application Developer (iOS)","Swift, Objective C","10 - 12 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","42.000 - 42.999","2"
"Senior","Front-end Developer","NodeJS, React, Vue","12 - 14 Yıl","Erkek","Kurumsal","250+","Remote","* ABD","$ - Dolar","7.000 - 7.999","1"
"Junior","Full Stack Developer","Java, .Net","1 - 3 Yıl","Erkek","Outsource","100 - 250 Kişi","Ofis","Ankara","₺ - Türk Lirası","21.000 - 21.999","2"
"Junior","Front-end Developer","JavaScript | Html | Css","0 - 1 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","17.000 - 17.999","1"
"Middle","Mobile Application Developer (Full Stack)","Java, Kotlin, Swift, React Native","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","* ABD","$ - Dolar","5.000 - 5.999","1"
"Junior","Data Analyst","SQL","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","20.000 - 20.999","1"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, React","3 - 5 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","41.000 - 41.999","1"
"Junior","QA / Manuel Test","Manuel","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Remote","Düzce ","₺ - Türk Lirası","12.000 - 12.999","4"
"Senior","Front-end Developer","JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","E-Ticaret","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","28.000 - 28.999","1"
"Middle","Front-end Developer","React Native","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","Ankara","₺ - Türk Lirası","27.000 - 27.999","4"
"Middle","Team / Tech Lead",".Net, Azure","5 - 7 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","26.000 - 26.999","2"
"Junior","Mobile Application Developer (Android)","Kotlin","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","Bursa","₺ - Türk Lirası","34.000 - 34.999","2"
"Middle","Embedded Software Developer",".Net, NodeJS, Python, C / C++","7 - 10 Yıl","Erkek","Diğer","1 - 5 Kişi","Remote","İstanbul","₺ - Türk Lirası","60.000 - 60.999","1"
"Senior","Full Stack Developer","Java","10 - 12 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","60.000 - 60.999","1"
"Middle","Front-end Developer","NodeJS, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","33.000 - 33.999","2"
"Middle","QA / Automation","Java, React","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","32.000 - 32.999","2"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, Arcobjects","3 - 5 Yıl","Kadın","Outsource","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","20.000 - 20.999","1"
"Middle","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Remote","Sivas","₺ - Türk Lirası","18.000 - 18.999","2"
"Senior","Team / Tech Lead",".Net, Php, NodeJS, Angular, Flutter","10 - 12 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","KAYSERI","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Back-end Developer","Php, NodeJS, Go","15 Yıl ve üzeri","Erkek","Banka","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","55.000 - 55.999","2"
"Junior","Embedded Software Developer","C / C++","0 - 1 Yıl","Erkek","Startup","5 - 10 Kişi","Ofis","Ankara","₺ - Türk Lirası","14.000 - 14.999","2"
"Senior","Team / Tech Lead","Php","15 Yıl ve üzeri","Kadın","Yazılım Evi & Danışmanlık","100 - 250 Kişi","Ofis","Ankara","₺ - Türk Lirası","80.000 - 84.999","2"
"Junior","Full Stack Developer","NodeJS, JavaScript | Html | Css, React, Flutter","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","5 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","20.000 - 20.999","2"
"Senior","QA / Automation","Java, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Team / Tech Lead","Abap","10 - 12 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","35.000 - 35.999","1"
"Senior","Back-end Developer","Java","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Senior","Back-end Developer","Java, Python, C / C++","5 - 7 Yıl","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası","47.000 - 47.999","2"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Outsource","100 - 250 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","20.000 - 20.999","2"
"Senior","Full Stack Developer","Java, .Net, Php, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Kurumsal","250+","Ofis","İzmir","₺ - Türk Lirası","36.000 - 36.999","2"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css","1 - 3 Yıl","Kadın","Kurumsal","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","20.000 - 20.999","1"
"Senior","Team / Tech Lead","Java, .Net, Objective C, C / C++, JavaScript | Html | Css, React","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Ofis","Manisa","₺ - Türk Lirası","71.000 - 71.999","2"
"Senior","Team / Tech Lead",".","7 - 10 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","44.000 - 44.999","2"
"Senior","Team / Tech Lead","Java","12 - 14 Yıl","Erkek","Kurumsal","250+","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","47.000 - 47.999","2"
"Senior","Product Owner","-","7 - 10 Yıl","Kadın","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","64.000 - 64.999","1"
"Senior","Software Development Manager / Engineering Manager","Java, JavaScript | Html | Css, Angular, Flutter","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
